CompanyName,Sector,Stage,Fund_Amount,HeadQuarter,What_it_does,Funding_Year,Founders,Investor,Founded
CashBook,FinTech,Seed,2300000.0,Gurugram,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.",2021,"Vivek, Ashutosh Pathak","JAM, Better Tomorrow Ventures",2020.0
The Money Club,FinTech,Pre-series A,1700000.0,Noida,The Money Club is a mobile platform for peer to peer chit funds.,2021,"Manuraj Jain, Surajit Ra","SOSV, Venture Catalysts",2016.0
SuperZop,FinTech,Series A,4000000.0,Mumbai,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,2021,"Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin’s India Progress Fund,2016.0
Zypp Electric,FinTech,Series A,7000000.0,Gurugram,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.",2021,"Akash Gupta, Rashi Agarwal","9Unicorns, Anthill Ventures",2017.0
Alpha Coach,FinTech,Unknown,1200000.0,Mumbai,One to One Personal Fitness Coaching,2021,Ketan Mavinkurve,Jani Ventures INC,2021.0
VRO Hospitality,FinTech,Series A,3000000.0,Bangalore,One of the fastest-growing hospitality companies based out of Bangalore.,2021,"Safdhar Adoor, Sharath Rice, Dawn Thomas",CreedCap Asia Advisors,2018.0
byteXL,FinTech,Unknown,200000.0,Hyderabad,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.",2021,"Sricharan Tadepalli, Karun Tadepalli",Joseph Joy,2019.0
Leena AI,FinTech,Series B,30000000.0,Gurugram,AI to help enterprises transform the employee experience.,2021,"Mayank Goyal, Anand Prajapati",Bessemer Venture Partners,2015.0
CARS24,FinTech,Series F,450000000.0,Gurugram,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.",2021,"Mehul Agrawal, Vikram Chopra","DST Global, Falcon Edge, SoftBank Vision Fund 2",2015.0
Klub,FinTech,Debt,2000000.0,Bangalore,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.",2021,"Anurakt Jain, Ishita Verma",Trifecta Capital,2019.0
Bluepad,FinTech,Pre-seed,200000.0,Bangalore,A one-stop solution for aggregated content  in vernacular languages,2021,"Sanjyot Bhosale, Devakrishna Asokar, Kishore Garimella","Titan Capital, AngelList's syndicate",2020.0
FloBiz,FinTech,Series B,31000000.0,Bangalore,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,2021,"Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India,2019.0
Tummoc,FinTech,Seed,540000.0,Bangalore,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,2021,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra","Vineet Singh, Krishna D, Deependra Bisht, Alan Aim",2016.0
Design Cafe,FinTech,Unknown,25000000.0,Bangalore,Design Cafe is on a mission to democratize good design for homes in India.,2021,"Shezan Bhojani, Gita Ramanan","Westbridge Capital, Sixth Sense Ventures",2015.0
PayCardo,FinTech,Pre-seed,3000000.0,Pune,A true Contactless & Cashless and secure payment system reducing cash dependency,2021,"Vivek Kumar Choubey, Vivek Kumar",MaGEHold,2021.0
Aerchain,FinTech,Pre-series A,3000000.0,Bangalore,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,2021,"Harsha Kadimisetty, Himavanth Jasti","Season Two Ventures, IndiaMart",2019.0
Expertrons,FinTech,Unknown,3000000.0,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2021,"Jatin Solanki, Vivek Gupta","Kunal Shah, Anant Maheshwari",2019.0
CuriousJr,FinTech,Seed,1000000.0,Gurugram,CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.,2021,"Amit Shekhar, Janishar Ali, Mridul Ranjan Sahu","WaterBridge Ventures, Enzia Ventures",2020.0
Wow! Momo,FinTech,Series C,15000000.0,Kolkata,WOW! Momo is one of the fastest-growing food brands in India.,2021,"Binod Homagai, Sagar Daryani, Shah Miftaur Rahman",Tree Line Investment Management,2008.0
Supertails,FinTech,Unknown,700000.0,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021,"Vineet Khanna, Varun Sadana, Aman Tekriwal",Alteria Capital,2021.0
LifeCell,FinTech,Unknown,30000000.0,Chennai,A building block of the team that preserves the building blocks of life,2021,S. Abhaya Kumar,Orbimed Asia Partners,2004.0
ZestMoney,FinTech,Series C,50000000.0,Bangalore,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.",2021,"Priya Sharma, Lizzie Chapman",Zip Co,2015.0
FrontRow,FinTech,Series A,14000000.0,Bangalore,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!",2021,"Shubhadit Sharma, Mikhil Raj, Ishaan Preet Singh","Eight Roads Ventures, GSV",2020.0
HappyCredit,FinTech,Pre-seed,600000.0,Bangalore,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.",2021,"Jitendra Kumar, Ashish Virmani","Kunal Shah, Krishna Kumar",2020.0
Endimension,FinTech,Seed,300000.0,Mumbai,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay.,2021,"Bharadwaj Kss, Apparao MLV, Kurien Zacharia",Inflection Point Ventures,2018.0
Frenzi,FinTech,Seed,3000000.0,Mumbai,India’s Fastest Growing Streaming Social Network,2021,"Balkrishna Singh, Harvinderjit Singh Bhatia",SucSEED Indovation Fund,2020.0
Leverage Edu,FinTech,Unknown,3000000.0,New Delhi,India's Most Trusted Study Abroad Platform,2021,Akshay Chaturvedi,"Vijay Shekhar Sharma, Rohit Kapoor, Amanpreet Bajaj, Lalit Singh",2017.0
BeepKart,FinTech,Seed,3000000.0,Bangalore,BeepKart is building a platform to digitize and organize the used two-wheeler market.,2021,"Hemir Doshi, Abhishek Saraf","Stellaris Venture Partners, Chiratae Ventures",2020.0
Lio,FinTech,Seed,5000000.0,Pune,"Lio is the one app for all data where you can create, keep records and track all the records",2021,Anupam Vijayvergia,"Lightspeed, Sequioa",2020.0
TravClan,FinTech,Pre-series A,2200000.0,New Delhi,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,2021,"Arun Bagaria, Ashish Thapliyal",TheVentures,2018.0
WickedGud,FinTech,Pre-seed,340000.0,Mumbai,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,2021,Bhuman Dani,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja",2021.0
Enercomp,FinTech,Unknown,200000.0,Ahmedabad,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,2021,SURESH SHAHDADPURI,ah! Ventures,2013.0
BetterPlace,FinTech,Series C,24000000.0,Bangalore,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",2021,Pravin Agarwala,"Jungle Ventures, CX Partners",2014.0
Medpho,FinTech,Unknown,1000000.0,Noida,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,2021,Shashank Saini,"Cygnus Medicare Group, Probal Ghoshal, Shuchin Bajaj",2021.0
LivQuik Technology,FinTech,Unknown,4000000.0,Mumbai,LivQuik’s vision is to enable the efficient movement of money.,2021,Mohit Lalvani,M2P Fintech,2012.0
EventBeep,FinTech,Unknown,3000000.0,Pune,An inclusive community where students are inspired and empowered to reach their full potential,2021,"Saurabh Mangrulkar, Rakhi Pal, Venkatesh Prasad","SucSEED  Indovation Fund, Uincept, Palimala Ventures",2019.0
GTM Buddy,FinTech,Seed,2000000.0,Hyderabad,Just-in-time Sales Enablement Platform,2021,"Sreedhar Peddineni, Santa Thounaojam, Sundar Vellaichamy, Chandramani Tiwary",Stellaris Venture Partners,2020.0
Gobbly,FinTech,Pre-series A,900000.0,Gurugram,A 24x7 automated retail store filled with daily essentials.,2021,"Ankur Agarwal, Amit Ahuja","Anicut Angel Fund, Sauce.VC",2019.0
HexaHealth,FinTech,Seed,4500000.0,Mumbai,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,2021,"Vikas Chauhan, Ankur Gigras, Dr Aman Priya Khanna","Omidyar Network India, Chiratae Ventures",2019.0
Eupheus Learning,FinTech,Series C,10000000.0,New Delhi,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,2021,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Lightrock India,2017.0
Easiloan,FinTech,Unknown,1000000.0,Mumbai,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.",2021,"Pramod Kathuria, Vishal Dawda",Tomorrow Capital,2020.0
Anar,FinTech,Seed,6200000.0,Mumbai,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,2021,"Nishank Jain, Sanjay Bhat","Elevation Capital, Accel India",2019.0
Shadez,FinTech,Pre-series A,200000.0,Mumbai,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .",2021,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,2019.0
Vahan,FinTech,Series A,8000000.0,Bangalore,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",2021,Madhav Krishna,Khosla Ventures,2016.0
MPL,FinTech,Series E,3000000.0,Bangalore,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.",2021,"Sai Srinivas Kiran GV, Shubh Malhotra",Legatum Capital,2018.0
Tinkerly,FinTech,Unknown,800000.0,Jaipur,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.",2021,"O.P. Godara, Vivek Pathak, Kapil Arya, Sharad Bansal",Navneet Education,2015.0
Godamwale,FinTech,Unknown,3000000.0,Mumbai,Godamwale is tech enabled integrated logistics company providing end to end supply chain solutions.,2021,"Basant Kumar, Vivek Tiwari, Ranbir Nandan",1000000	#REF!,2016.0
Artium Academy,FinTech,Seed,750000.0,Mumbai,Artium Academy is an Online Music Education platform that makes learning fun and accessible to people of all ages.,2021,"Ashish Joshi, Nithya Sudhir","Sonu Nigam, Whiteboard Capital",2021.0
Awon GameZ,FinTech,Seed,2000000.0,Noida,"An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!",2021,Amardeep Bajpai,Aditya Duggar,2020.0
Ayu Health,"Health, Wellness & Fitness",Series A,6300000.0,Bangalore,Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.,2021,"Himesh Joshi, Arijit Gupta, Karan Gupta","Vertex Ventures, Stellaris Venture Partners",2019.0
Apna,FinTech,Series C,100000000.0,Bangalore,India's largest professional networking & job opportunities platform for the rising workforce.,2021,Nirmit Parikh,Tiger Global,2019.0
BharatAgri,FinTech,Series A,6500000.0,Bangalore,Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.,2021,"Sai Gole, Siddharth Dialani","Omnivore, India Quotient",2017.0
Flatheads,FinTech,Pre-series A,1000000.0,Bangalore,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,2021,"Utkarsh Biradar, Ganesh Balakrishnan","We Founder Circle, Dexter Angels",2018.0
Boutique Spirit Brands,FinTech,Unknown,10000000.0,New Delhi,Boutique Spirit Brands is a leading Brand creation & manufacturing company of Branded alcoholic beverages in India.,2021,Rahul Gagerna,"IIFL﻿, ﻿Anicut Angel Fund﻿, ﻿Kae Capital﻿, TradeCred",2016.0
eShipz,FinTech,Unknown,700000.0,Bangalore,Digital Shipping Platform for Creating best Pre & Post Shipping Experiences to Brands and Enterprise Customers. and help grow their business by 5X with automation & cloud technology.,2021,"Shashi S Tripathi, Shivadeep Mahadi, Ajaykumar R","Indian Angel Network, Axilor",2019.0
Pine Labs,FinTech,Unknown,100000000.0,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,2021,Amrish Rau,Invesco Developing Markets Fund,1998.0
Paytail,FinTech,Seed,1500000.0,New Delhi,Paytail is revolutionizing the offline commerce by enabling instant paperless EMI's to consumers,2021,"AMIT CHATURVEDI, Vikas Garg",Cholamandalam,2020.0
4Fin,FinTech,Pre-seed,1100000.0,Pune,4Fin is a Fintech Platform catering to needs of Smart Bharat.,2021,"Amit Tewary, Ajit Sinha",Curesense Therapeutics,2021.0
Atomberg Technologies,FinTech,Unknown,3000000.0,Mumbai,A maker of energy-efficient smart fans,2021,"Manoj Meena, Sibabrata Das",Ka Enterprises,2012.0
Genext Students,FinTech,Unknown,3000000.0,Mumbai,"LIVE online classes with expert tutors for K-12 for CBSE, ICSE and State Boards.",2021,"Ali Asgar Kagzi, Piyush Dhanuka",Navneet Education,2013.0
immunitoAI,FinTech,Seed,1000000.0,Bangalore,Perform Antibody Discovery using Artificial Intelligence.,2021,"Aridni Shah, Trisha Chatterjee",pi Ventures,2020.0
GameEon Studios,FinTech,Unknown,320000.0,Mumbai,"GameEon is based in the sleepless city of Mumbai, India and deals mainly in game development.",2021,Nikhil Malankar,Mumbai Angels Network,2013.0
Farmers Fresh Zone,FinTech,Pre-series A,800000.0,Kochi,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,2021,Pradeep PS,"IAN Fund, Malabar Angel Network, Native Angel Network",2015.0
Anveshan,FinTech,Seed,500000.0,Bangalore,Revolutionizing the food industry through technology by providing high-quality traceable food products,2021,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa","DSG Consumer Partners, Titan Capital",2019.0
OckyPocky,FinTech,Seed,3000000.0,Gurugram,OckyPocky is India's 1st interactive English learning app for preschool kids.,2021,Amit Agrawal,"Sujeet Kumar, SucSEED Indovation Fund",2015.0
Coutloot,FinTech,Pre-series,8000000.0,Mumbai,"Empowering local markets to sell online socially, our mission is to bring 25M sellers online by 2023",2021,"Mahima Kaul, Jasmeet Thind","Ameba Capital, 9Unicorns",2016.0
Nova Benefits,"Health, Wellness & Fitness",Series A,10000000.0,Bangalore,Nova Benefits is the one stop tech platform for providing the best health and wellness benefits to employees.,2021,"Saransh Garg, Yash Gupta","Susquehanna International Group, Bessemer Venture Partners",2020.0
HomeLane,FinTech,Series E,50000000.0,Bangalore,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.",2021,Srikanth Iyer,"IIFL AMC, Oman India Joint Investment Fund",2014.0
Lido Learning,FinTech,Unknown,10000000.0,Mumbai,LIDO is an  ed-tech company revolutionizing formal classroom education through a unique and immersive online classroom for every child in India.,2021,Sahil Sheth,Unilazer Ventures,2019.0
Jar,FinTech,Pre-series A,4500000.0,Bangalore,A daily gold-savings app that saves spare change & auto-invests.,2021,"Nishchay AG, Misbah Ashraf","Tribe Capital, Arkam Ventures, WEH, Kunal Shah",2021.0
